"tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"2/12/2021","63","43","16","33","42","63","pm10","SEDANG","DKI3"
"2/13/2021","59","40","12","40","16","59","pm10","SEDANG","DKI3"
"2/14/2021","55","40","11","42","19","55","pm10","SEDANG","DKI3"
"2/15/2021","42","40","13","37","25","42","pm10","SEDANG","DKI4"
"2/16/2021","43","40","11","42","26","43","pm10","SEDANG","DKI4"
"2/17/2021","46","40","25","41","37","46","pm10","SEDANG","DKI5"
"2/18/2021","53","44","13","41","29","53","pm10","SEDANG","DKI3"
"2/19/2021","32","42","20","41","33","42","so2","SEDANG","DKI5"
"2/20/2021","45","39","13","53","20","53","o3","SEDANG","DKI4"
"2/21/2021","36","39","10","48","17","48","o3","SEDANG","DKI5"
"2/22/2021","68","42","22","41","40","68","pm10","TIDAK SEHAT","DKI3"
"2/23/2021","66","40","16","54","23","66","pm10","SEDANG","DKI3"
"2/24/2021","42","40","10","33","16","42","pm10","SEDANG","DKI4"
"2/25/2021","31","43","12","45","23","45","o3","SEDANG","DKI3"
"2/26/2021","48","43","13","40","20","48","pm10","SEDANG","DKI4"
"2/27/2021","59","44","15","50","31","59","pm10","SEDANG","DKI4"
"2/28/2021","68","40","18","60","18","68","pm10","TIDAK SEHAT","DKI4"
"3/1/2021","62","45","13","38","18","62","pm10","SEDANG","DKI3"
"3/2/2021","55","50","17","53","28","55","pm10","SEDANG","DKI4"
"3/3/2021","59","46","21","50","35","59","pm10","SEDANG","DKI3"
"3/4/2021","62","45","19","49","31","62","pm10","TIDAK SEHAT","DKI4"
"3/5/2021","65","54","16","59","30","65","pm10","SEDANG","DKI2"
"3/6/2021","71","59","25","52","42","71","pm10","SEDANG","DKI4"
"3/7/2021","64","41","23","51","31","64","pm10","TIDAK SEHAT","DKI5"
"3/8/2021","58","40","16","41","22","58","pm10","SEDANG","DKI4"
"3/9/2021","51","41","15","33","22","51","pm10","SEDANG","DKI3"
"3/10/2021","60","42","21","42","39","60","pm10","SEDANG","DKI5"
"3/11/2021","38","39","9","43","21","43","o3","SEDANG","DKI4"
"3/12/2021","66","41","19","45","25","66","pm10","SEDANG","DKI3"
"3/13/2021","53","41","13","41","25","53","pm10","SEDANG","DKI3"
"3/14/2021","52","41","16","37","21","52","pm10","SEDANG","DKI3"
"3/15/2021","55","42","18","49","34","55","pm10","SEDANG","DKI5"
"3/16/2021","67","46","13","57","36","67","pm10","TIDAK SEHAT","DKI4"
"3/17/2021","78","55","20","53","45","78","pm10","TIDAK SEHAT","DKI4"
"3/18/2021","78","45","16","74","40","78","pm10","TIDAK SEHAT","DKI4"
"3/19/2021","73","42","14","59","35","73","pm10","SEDANG","DKI5"
"3/20/2021","65","44","16","56","31","65","pm10","TIDAK SEHAT","DKI3"
"3/21/2021","81","41","16","51","17","81","pm10","TIDAK SEHAT","DKI3"
"3/22/2021","62","41","15","43","18","62","pm10","SEDANG","DKI3"
"3/23/2021","51","41","11","44","16","51","pm10","SEDANG","DKI3"
"3/24/2021","43","40","11","37","15","43","pm10","SEDANG","DKI3"
"3/25/2021","38","41","9","41","17","41","so2","SEDANG","DKI4"
"3/26/2021","57","42","19","53","28","57","pm10","SEDANG","DKI4"
"3/27/2021","62","49","13","63","33","63","o3","SEDANG","DKI4"
"3/28/2021","57","43","15","71","31","71","o3","SEDANG","DKI5"
"3/29/2021","65","48","19","67","37","67","o3","SEDANG","DKI5"
"3/30/2021","59","42","15","55","30","59","pm10","SEDANG","DKI4"
"3/31/2021","56","43","18","48","25","56","pm10","SEDANG","DKI4"
"4/1/2021","28","41","11","43","19","43","o3","SEDANG","DKI3"
"4/2/2021","51","44","11","42","19","51","pm10","SEDANG","DKI3"
"4/3/2021","39","42","9","57","22","57","o3","SEDANG","DKI4"
"4/4/2021","68","43","30","49","37","68","pm10","TIDAK SEHAT","DKI3"
"4/5/2021","61","43","15","59","28","61","pm10","SEDANG","DKI3"
"4/6/2021","43","43","10","36","18","43","pm10","SEDANG","DKI2"
"4/7/2021","30","42","11","43","19","43","o3","SEDANG","DKI2"
"4/8/2021","39","51","12","40","22","51","so2","SEDANG","DKI2"
"4/9/2021","55","43","14","49","28","55","pm10","SEDANG","DKI5"
"4/10/2021","64","43","16","50","29","64","pm10","TIDAK SEHAT","DKI3"
"4/11/2021","66","50","18","60","31","66","pm10","TIDAK SEHAT","DKI4"
"4/12/2021","69","51","20","54","31","69","pm10","SEDANG","DKI2"
"4/13/2021","70","63","18","64","40","70","pm10","SEDANG","DKI2"
"4/14/2021","65","55","16","65","32","65","pm10","SEDANG","DKI2"
"4/15/2021","67","55","27","50","42","67","pm10","SEDANG","DKI5"
"4/16/2021","69","55","20","50","44","69","pm10","SEDANG","DKI2"
"4/17/2021","67","43","20","39","41","67","pm10","TIDAK SEHAT","DKI5"
"4/18/2021","57","42","16","32","26","57","pm10","SEDANG","DKI5"
"4/19/2021","63","52","14","41","30","63","pm10","TIDAK SEHAT","DKI5"
"4/20/2021","64","52","12","55","30","64","pm10","SEDANG","DKI2"
"4/21/2021","76","56","19","50","37","76","pm10","TIDAK SEHAT","DKI5"
"4/22/2021","63","52","14","60","40","63","pm10","SEDANG","DKI4"
"4/23/2021","75","51","16","65","42","75","pm10","TIDAK SEHAT","DKI4"
"4/24/2021","88","61","18","73","40","88","pm10","TIDAK SEHAT","DKI2"
"4/25/2021","74","55","17","58","36","74","pm10","TIDAK SEHAT","DKI4"
"4/26/2021","64","52","11","59","24","64","pm10","TIDAK SEHAT","DKI4"
"4/27/2021","75","51","12","65","28","75","pm10","TIDAK SEHAT","DKI4"
"4/28/2021","61","51","15","56","34","61","pm10","SEDANG","DKI4"
"4/29/2021","69","60","17","44","38","69","pm10","SEDANG","DKI2"
"4/30/2021","71","57","18","55","42","71","pm10","SEDANG","DKI2"
"5/1/2021","66","51","15","57","33","66","pm10","TIDAK SEHAT","DKI3"
"5/2/2021","55","47","13","53","17","55","pm10","SEDANG","DKI4"
"5/3/2021","61","50","10","51","20","61","pm10","SEDANG","DKI4"
"5/4/2021","74","54","18","39","26","74","pm10","TIDAK SEHAT","DKI4"
"5/5/2021","73","53","20","45","38","73","pm10","TIDAK SEHAT","DKI4"
"5/6/2021","57","53","16","66","38","66","o3","SEDANG","DKI4"
"5/7/2021","67","61","26","151","45","151","o3","TIDAK SEHAT","DKI3"
"5/8/2021","60","53","12","71","28","71","o3","SEDANG","DKI4"
"5/9/2021","46","46","9","61","21","61","o3","SEDANG","DKI4"
"5/10/2021","55","51","10","66","21","66","o3","SEDANG","DKI3"
"5/11/2021","69","50","12","57","24","69","pm10","TIDAK SEHAT","DKI4"
"5/12/2021","67","52","10","63","21","67","pm10","TIDAK SEHAT","DKI4"
"5/13/2021","81","49","14","48","20","81","pm10","TIDAK SEHAT","DKI5"
"5/14/2021","56","51","9","52","14","56","pm10","SEDANG","DKI5"
"5/15/2021","62","54","11","40","19","62","pm10","SEDANG","DKI4"
"5/16/2021","54","50","9","52","16","54","pm10","SEDANG","DKI4"
"5/17/2021","54","55","11","51","24","55","so2","SEDANG","DKI5"
"5/18/2021","41","48","10","49","26","49","o3","SEDANG","DKI3"
"5/19/2021","61","52","17","55","36","61","pm10","SEDANG","DKI4"
"5/20/2021","66","53","12","56","27","66","pm10","TIDAK SEHAT","DKI4"
"5/21/2021","60","58","15","65","34","65","o3","SEDANG","DKI4"
"5/22/2021","64","62","16","66","36","66","o3","SEDANG","DKI2"
"5/23/2021","73","64","31","57","40","73","pm10","TIDAK SEHAT","DKI5"
"5/24/2021","86","74","26","72","38","86","pm10","TIDAK SEHAT","DKI4"
"5/25/2021","56","52","15","66","35","66","o3","SEDANG","DKI5"
"5/26/2021","62","52","12","64","24","64","o3","SEDANG","DKI4"
"5/27/2021","60","52","10","62","20","62","o3","SEDANG","DKI4"
"5/28/2021","66","53","12","63","24","66","pm10","SEDANG","DKI4"
"5/29/2021","60","46","14","66","32","66","o3","SEDANG","DKI4"
"5/30/2021","53","55","17","51","29","55","so2","SEDANG","DKI4"
"5/31/2021","62","49","20","71","37","71","o3","SEDANG","DKI4"
"6/1/2021","73","50","18","64","35","73","pm10","TIDAK SEHAT","DKI3"
"6/2/2021","68","54","20","76","38","76","o3","SEDANG","DKI4"
"6/3/2021","68","57","20","61","41","68","pm10","SEDANG","DKI2"
"6/4/2021","66","48","13","76","30","76","o3","SEDANG","DKI4"
"6/5/2021","64","51","20","65","38","65","o3","SEDANG","DKI4"
"6/6/2021","63","50","15","72","32","72","o3","SEDANG","DKI3"
"6/7/2021","61","52","15","68","31","68","o3","SEDANG","DKI4"
"6/8/2021","70","53","16","72","38","72","o3","TIDAK SEHAT","DKI4"
"6/9/2021","68","54","14","67","34","68","pm10","TIDAK SEHAT","DKI4"
"6/10/2021","71","56","23","48","47","71","pm10","TIDAK SEHAT","DKI4"
"6/11/2021","65","51","15","61","40","65","pm10","SEDANG","DKI4"
"6/12/2021","67","54","17","57","35","67","pm10","SEDANG","DKI4"
"6/13/2021","55","52","14","58","25","58","o3","SEDANG","DKI4"
"6/14/2021","69","53","13","58","26","69","pm10","TIDAK SEHAT","DKI4"
"6/15/2021","73","52","13","44","29","73","pm10","TIDAK SEHAT","DKI3"
"6/16/2021","67","66","25","43","55","67","pm10","SEDANG","DKI5"
"6/17/2021","66","51","28","44","41","66","pm10","TIDAK SEHAT","DKI4"
"6/18/2021","77","59","23","49","45","77","pm10","TIDAK SEHAT","DKI4"
"6/19/2021","64","59","21","41","45","64","pm10","TIDAK SEHAT","DKI4"
"6/20/2021","81","66","26","44","58","81","pm10","TIDAK SEHAT","DKI4"
"6/21/2021","62","55","16","44","35","62","pm10","SEDANG","DKI4"
"6/22/2021","59","54","16","38","35","59","pm10","SEDANG","DKI4"
"6/23/2021","66","52","17","51","43","66","pm10","TIDAK SEHAT","DKI4"
"6/24/2021","80","54","19","42","52","80","pm10","TIDAK SEHAT","DKI4"
"6/25/2021","85","58","30","40","63","85","pm10","TIDAK SEHAT","DKI4"
"6/26/2021","67","53","10","53","23","67","pm10","TIDAK SEHAT","DKI4"
"6/27/2021","72","57","22","57","41","72","pm10","TIDAK SEHAT","DKI4"
"6/28/2021","65","53","18","61","38","65","pm10","TIDAK SEHAT","DKI4"
"6/29/2021","75","52","24","51","50","75","pm10","TIDAK SEHAT","DKI5"
"6/30/2021","79","57","19","55","38","79","pm10","TIDAK SEHAT","DKI4"
"7/1/2021","64","53","14","48","31","64","pm10","TIDAK SEHAT","DKI4"
"7/2/2021","68","56","23","40","51","68","pm10","TIDAK SEHAT","DKI4"
"7/3/2021","80","54","13","44","27","80","pm10","TIDAK SEHAT","DKI4"
"7/4/2021","94","51","15","50","25","94","pm10","TIDAK SEHAT","DKI4"
"7/5/2021","83","56","13","62","26","83","pm10","TIDAK SEHAT","DKI4"
"7/6/2021","68","51","10","55","29","68","pm10","TIDAK SEHAT","DKI3"
"7/7/2021","84","54","12","51","27","84","pm10","TIDAK SEHAT","DKI4"
"7/8/2021","83","56","11","50","26","83","pm10","TIDAK SEHAT","DKI4"
"7/9/2021","92","59","11","56","26","92","pm10","TIDAK SEHAT","DKI4"
"7/10/2021","78","54","10","63","23","78","pm10","TIDAK SEHAT","DKI4"
"7/11/2021","66","54","10","54","17","66","pm10","TIDAK SEHAT","DKI4"
"7/12/2021","64","52","9","44","14","64","pm10","SEDANG","DKI2"
"7/13/2021","78","54","11","43","26","78","pm10","TIDAK SEHAT","DKI2"
"7/14/2021","66","51","13","50","26","66","pm10","TIDAK SEHAT","DKI4"
"7/15/2021","95","62","15","56","30","95","pm10","TIDAK SEHAT","DKI4"
"7/16/2021","85","53","11","53","29","85","pm10","TIDAK SEHAT","DKI4"
"7/17/2021","74","55","10","58","20","74","pm10","TIDAK SEHAT","DKI4"
"7/18/2021","82","55","13","58","27","82","pm10","TIDAK SEHAT","DKI4"
"7/19/2021","80","51","11","77","28","80","pm10","TIDAK SEHAT","DKI4"
"7/20/2021","86","51","15","60","24","86","pm10","TIDAK SEHAT","DKI4"
"7/21/2021","55","52","9","58","19","58","o3","TIDAK SEHAT","DKI4"
"7/22/2021","60","53","11","54","27","60","pm10","TIDAK SEHAT","DKI4"
"7/23/2021","63","52","10","59","28","63","pm10","TIDAK SEHAT","DKI4"
"7/24/2021","66","54","13","51","34","66","pm10","TIDAK SEHAT","DKI4"
"7/25/2021","81","55","24","54","42","81","pm10","TIDAK SEHAT","DKI4"
"7/26/2021","79","54","16","46","32","79","pm10","TIDAK SEHAT","DKI4"
"7/27/2021","82","56","13","41","35","82","pm10","TIDAK SEHAT","DKI4"
"7/28/2021","82","53","18","40","45","82","pm10","TIDAK SEHAT","DKI4"
"7/29/2021","78","52","18","53","39","78","pm10","TIDAK SEHAT","DKI5"
"7/30/2021","90","54","15","81","35","90","pm10","TIDAK SEHAT","DKI4"
"7/31/2021","63","50","18","65","29","65","o3","SEDANG","DKI4"
"8/1/2021","55","50","9","67","22","67","o3","SEDANG","DKI4"
"8/2/2021","52","50","10","59","28","59","o3","SEDANG","DKI4"
"8/3/2021","61","53","12","47","35","61","pm10","TIDAK SEHAT","DKI4"
"8/4/2021","64","53","9","50","26","64","pm10","SEDANG","DKI2"
"8/5/2021","61","55","11","58","27","61","pm10","SEDANG","DKI4"
"8/6/2021","76","58","20","38","52","76","pm10","TIDAK SEHAT","DKI4"
"8/7/2021","63","53","10","48","18","63","pm10","TIDAK SEHAT","DKI4"
"8/8/2021","60","53","9","57","17","60","pm10","SEDANG","DKI4"
"8/9/2021","56","52","8","57","16","57","o3","SEDANG","DKI4"
"8/10/2021","36","48","8","55","19","55","o3","SEDANG","DKI4"
"8/11/2021","61","50","12","59","25","61","pm10","TIDAK SEHAT","DKI4"
"8/12/2021","65","52","10","47","20","65","pm10","TIDAK SEHAT","DKI4"
"8/13/2021","61","51","11","49","32","61","pm10","TIDAK SEHAT","DKI4"
"8/14/2021","73","53","15","53","40","73","pm10","TIDAK SEHAT","DKI5"
"8/15/2021","63","53","12","46","30","63","pm10","TIDAK SEHAT","DKI4"
"8/16/2021","60","54","9","42","21","60","pm10","SEDANG","DKI4"
"8/17/2021","62","51","13","40","22","62","pm10","TIDAK SEHAT","DKI4"
"8/18/2021","62","51","11","42","26","62","pm10","SEDANG","DKI4"
"8/19/2021","72","55","15","28","36","72","pm10","TIDAK SEHAT","DKI4"
"8/20/2021","73","55","12","34","34","73","pm10","TIDAK SEHAT","DKI4"
"8/21/2021","60","51","13","33","35","60","pm10","SEDANG","DKI5"
"8/22/2021","74","52","14","29","29","74","pm10","TIDAK SEHAT","DKI4"
"8/23/2021","66","52","13","33","27","66","pm10","TIDAK SEHAT","DKI4"
"8/24/2021","69","52","12","41","30","69","pm10","TIDAK SEHAT","DKI4"
"8/25/2021","69","51","12","38","34","69","pm10","TIDAK SEHAT","DKI4"
"8/26/2021","64","51","10","31","33","64","pm10","SEDANG","DKI5"
"8/27/2021","63","52","11","32","31","63","pm10","TIDAK SEHAT","DKI4"
"8/28/2021","76","51","11","44","27","76","pm10","TIDAK SEHAT","DKI4"
"8/29/2021","68","52","12","36","29","68","pm10","TIDAK SEHAT","DKI4"
"8/30/2021","87","52","17","39","41","87","pm10","TIDAK SEHAT","DKI4"
"8/31/2021","74","51","19","48","33","74","pm10","TIDAK SEHAT","DKI4"
"9/1/2021","79","55","16","32","38","79","pm10","TIDAK SEHAT","DKI4"
"9/2/2021","66","52","15","39","28","66","pm10","TIDAK SEHAT","DKI4"
"9/3/2021","66","51","11","45","30","66","pm10","TIDAK SEHAT","DKI4"
"9/4/2021","62","50","10","37","28","62","pm10","SEDANG","DKI4"
"9/5/2021","74","52","12","36","28","74","pm10","TIDAK SEHAT","DKI4"
"9/6/2021","73","51","13","34","24","73","pm10","TIDAK SEHAT","DKI4"
"9/7/2021","60","51","11","27","24","60","pm10","SEDANG","DKI4"
"9/8/2021","64","52","16","29","34","64","pm10","TIDAK SEHAT","DKI4"
"9/9/2021","68","54","12","35","31","68","pm10","SEDANG","DKI2"
"9/10/2021","58","53","10","39","32","58","pm10","SEDANG","DKI4"
"9/11/2021","70","53","12","46","41","70","pm10","TIDAK SEHAT","DKI4"
"9/12/2021","66","51","10","36","27","66","pm10","TIDAK SEHAT","DKI4"
"9/13/2021","56","52","9","27","21","56","pm10","SEDANG","DKI4"
"9/14/2021","36","50","8","47","19","50","so2","SEDANG","DKI4"
"9/15/2021","69","54","20","45","45","69","pm10","TIDAK SEHAT","DKI4"
"9/16/2021","53","52","10","52","24","53","pm10","SEDANG","DKI4"
"9/17/2021","50","51","7","53","20","53","o3","SEDANG","DKI4"
"9/18/2021","57","53","9","51","22","57","pm10","TIDAK SEHAT","DKI4"
"9/19/2021","56","50","10","68","19","68","o3","SEDANG","DKI5"
"9/20/2021","58","52","11","54","34","58","pm10","SEDANG","DKI2"
"9/21/2021","61","52","11","58","36","61","pm10","SEDANG","DKI4"
"9/22/2021","64","54","14","48","32","64","pm10","TIDAK SEHAT","DKI4"
"9/23/2021","61","53","10","53","22","61","pm10","TIDAK SEHAT","DKI4"
"9/24/2021","57","53","8","47","26","57","pm10","TIDAK SEHAT","DKI4"
"9/25/2021","55","52","11","50","20","55","pm10","TIDAK SEHAT","DKI4"
"9/26/2021","56","50","10","54","19","56","pm10","SEDANG","DKI4"
"9/27/2021","53","49","12","47","33","53","pm10","SEDANG","DKI4"
"9/28/2021","49","49","10","49","28","49","pm10","SEDANG","DKI2"
"9/29/2021","61","57","13","63","38","63","o3","TIDAK SEHAT","DKI4"
"9/30/2021","71","63","16","63","37","71","pm10","TIDAK SEHAT","DKI4"
"10/1/2021","58","59","11","65","38","65","o3","SEDANG","DKI4"
"10/2/2021","70","61","12","58","35","70","pm10","TIDAK SEHAT","DKI4"
"10/3/2021","70","62","11","53","28","70","pm10","SEDANG","DKI4"
"10/4/2021","62","60","11","64","29","64","o3","TIDAK SEHAT","DKI4"
"10/5/2021","65","67","11","54","33","67","so2","SEDANG","DKI2"
"10/6/2021","66","66","10","58","35","66","pm10","TIDAK SEHAT","DKI4"
"10/7/2021","52","60","9","50","28","60","so2","SEDANG","DKI4"
"10/8/2021","60","64","11","54","35","64","so2","SEDANG","DKI4"
"10/9/2021","55","62","9","60","29","62","so2","SEDANG","DKI4"
"10/10/2021","61","61","9","72","26","72","o3","SEDANG","DKI4"
"10/11/2021","68","64","12","66","30","68","pm10","SEDANG","DKI2"
"10/12/2021","77","76","12","49","35","77","pm10","TIDAK SEHAT","DKI4"
"10/13/2021","57","63","9","58","31","63","so2","SEDANG","DKI4"
"10/14/2021","73","65","12","70","35","73","pm10","TIDAK SEHAT","DKI4"
"10/15/2021","100","64","15","64","37","100","pm10","TIDAK SEHAT","DKI4"
"10/16/2021","68","63","15","63","44","68","pm10","TIDAK SEHAT","DKI4"
"10/17/2021","71","63","15","65","30","71","pm10","TIDAK SEHAT","DKI4"
"10/18/2021","57","58","11","45","26","58","so2","SEDANG","DKI4"
"10/19/2021","52","60","18","42","35","60","so2","SEDANG","DKI5"
"10/20/2021","50","73","11","50","27","73","so2","SEDANG","DKI4"
"10/21/2021","53","61","11","57","32","61","so2","SEDANG","DKI3"
"10/22/2021","73","82","18","46","48","82","so2","TIDAK SEHAT","DKI4"
"10/23/2021","67","81","13","53","36","81","so2","TIDAK SEHAT","DKI4"
"10/24/2021","68","60","17","62","36","68","pm10","TIDAK SEHAT","DKI4"
"10/25/2021","65","62","14","70","37","70","o3","TIDAK SEHAT","DKI4"
"10/26/2021","75","67","16","50","43","75","pm10","TIDAK SEHAT","DKI4"
"10/27/2021","62","64","15","50","39","64","so2","SEDANG","DKI4"
"10/28/2021","54","67","16","56","39","67","so2","SEDANG","DKI4"
"10/29/2021","54","80","19","49","35","80","so2","SEDANG","DKI2"
"10/30/2021","64","81","15","58","40","81","so2","TIDAK SEHAT","DKI4"
"10/31/2021","56","63","28","56","32","63","so2","SEDANG","DKI4"
"11/1/2021","64","77","17","48","41","77","so2","SEDANG","DKI5"
"11/2/2021","54","51","18","49","35","54","pm10","SEDANG","DKI4"
"11/3/2021","52","51","13","73","38","73","o3","SEDANG","DKI4"
"11/4/2021","63","52","17","63","47","63","pm10","SEDANG","DKI2"
"11/5/2021","64","52","23","46","46","64","pm10","SEDANG","DKI4"
"11/6/2021","57","52","13","52","40","57","pm10","SEDANG","DKI4"
"11/7/2021","52","51","10","55","25","55","o3","SEDANG","DKI4"
"11/8/2021","53","52","20","39","41","53","pm10","SEDANG","DKI2"
"11/9/2021","67","51","21","47","38","67","pm10","TIDAK SEHAT","DKI4"
"11/10/2021","61","51","11","36","25","61","pm10","SEDANG","DKI4"
"11/11/2021","47","51","12","36","32","51","so2","SEDANG","DKI4"
"11/12/2021","44","47","10","38","19","47","so2","SEDANG","DKI4"
"11/13/2021","52","47","16","52","40","52","pm10","SEDANG","DKI4"
"11/14/2021","50","47","13","46","34","50","pm10","SEDANG","DKI4"
"11/15/2021","36","47","9","36","17","47","so2","SEDANG","DKI4"
"11/16/2021","53","47","11","41","14","53","pm10","SEDANG","DKI3"
"11/17/2021","60","50","13","45","35","60","pm10","SEDANG","DKI4"
"11/18/2021","63","43","18","56","35","63","pm10","TIDAK SEHAT","DKI4"
"11/19/2021","32","41","7","42","12","42","o3","BAIK","DKI2"
"11/20/2021","37","43","8","41","17","43","so2","SEDANG","DKI4"
"11/21/2021","52","41","19","45","44","52","pm10","SEDANG","DKI3"
"11/22/2021","29","42","7","41","12","42","so2","BAIK","DKI4"
"11/23/2021","25","41","7","41","9","41","so2","SEDANG","DKI2"
"11/24/2021","35","42","8","37","12","42","so2","SEDANG","DKI4"
"11/25/2021","63","42","12","40","21","63","pm10","SEDANG","DKI3"
"11/26/2021","58","41","17","39","31","58","pm10","SEDANG","DKI4"
"11/27/2021","37","41","10","45","22","45","o3","SEDANG","DKI4"
"11/28/2021","19","41","7","47","10","47","o3","BAIK","DKI2"
"11/29/2021","29","42","8","42","12","42","so2","SEDANG","DKI4"
"11/30/2021","46","43","10","44","17","46","pm10","SEDANG","DKI4"
"12/1/2021","63","43","13","41","30","63","pm10","SEDANG","DKI4"
"12/2/2021","35","42","7","40","14","42","so2","SEDANG","DKI4"
"12/3/2021","54","43","9","48","17","54","pm10","SEDANG","DKI4"
"12/4/2021","50","45","13","43","16","50","pm10","SEDANG","DKI3"
"12/5/2021","53","44","17","39","29","53","pm10","SEDANG","DKI4"
"12/6/2021","62","55","23","45","57","62","pm10","SEDANG","DKI3"
"12/7/2021","179","44","12","43","21","179","pm10","TIDAK SEHAT","DKI4"
"12/8/2021","49","45","17","51","30","51","o3","SEDANG","DKI4"
"12/9/2021","46","46","11","51","20","51","o3","SEDANG","DKI4"
"12/10/2021","51","47","14","41","30","51","pm10","SEDANG","DKI4"
"12/11/2021","38","45","8","51","22","51","o3","SEDANG","DKI4"
"12/12/2021","49","43","17","42","34","49","pm10","SEDANG","DKI3"
"12/13/2021","53","44","11","34","23","53","pm10","SEDANG","DKI3"
"12/14/2021","51","46","15","37","26","51","pm10","SEDANG","DKI4"
"12/15/2021","69","44","19","50","30","69","pm10","TIDAK SEHAT","DKI4"
"12/16/2021","78","43","20","34","36","78","pm10","TIDAK SEHAT","DKI4"
"12/17/2021","58","43","18","57","35","58","pm10","SEDANG","DKI4"
"12/18/2021","51","42","18","54","32","54","o3","SEDANG","DKI4"
"12/19/2021","65","41","24","78","45","78","o3","TIDAK SEHAT","DKI4"
"12/20/2021","57","42","13","58","20","58","o3","SEDANG","DKI4"
"12/21/2021","62","42","19","39","49","62","pm10","SEDANG","DKI1"
"12/22/2021","65","56","28","54","65","65","pm10","SEDANG","DKI4"
"12/23/2021","70","57","19","44","44","70","pm10","SEDANG","DKI2"
"12/24/2021","36","53","15","36","52","53","so2","SEDANG","DKI4"
"12/25/2021","56","56","23","35","62","62","no2","SEDANG","DKI4"
"12/26/2021","44","51","15","37","34","51","so2","SEDANG","DKI4"
"12/27/2021","75","61","23","40","47","75","pm10","TIDAK SEHAT","DKI4"
"12/28/2021","59","53","16","34","33","59","pm10","SEDANG","DKI4"
"12/29/2021","61","54","15","37","29","61","pm10","SEDANG","DKI4"
"12/30/2021","60","53","17","38","44","60","pm10","TIDAK SEHAT","DKI4"
"12/31/2021","64","52","44","37","53","64","pm10","SEDANG","DKI4"
